Country;Age_Group;Gender;EmploymentType;JobType;InformalWorker;Informal_Work_Type;OtherJob;JobLoss;JobRegain;MonthlyIncome;MonthlyIncome Bracket;IncomeChange;ExpenseResponsibility;LengthSurvival;MoneyForExpenses;ConcernExpenses;Expense_Concern_Rating;MonthlyNeed;TopPriority;LowPriority;Aid;AidSource_Aid_Organisations;AidSource_Charities_Donations;AidSource_Friends_family;AidSource_Government;AidSource_Not sure;AidSource_Other;AidSource_Religious_Organizations;COVIDLoans;MobileMoneyActivity;MobileMoneyDeposit;GovernmentPriority;;
Kenya;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-10000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;36+;Female;Self-employed;N/A;Yes;Hair/Skin/Nail services;N/A;Yes;No;0-10000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;5;10001-20000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Kenya;36+;Female;Self-employed;N/A;Yes;Seller;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;Less concerned;1;20001-50000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;No;Not sure;;
Kenya;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;5;100001-200000;Vehicle Loan;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;36+;Male;Self-employed;N/A;Yes;Agriculture;N/A;Yes;Don't know;0-10000;1;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;5;10001-20000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Kenya;36+;Female;Employed part time;Large business;No;N/A;N/A;Yes;Yes;20001-50000;3;No change;Yes;1 month;Savings;More concerned;5;50001-100000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;1;0-10000;Credit card;Dynamic;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Not sure;;
Kenya;18-25;Female;Self-employed;N/A;Yes;Agriculture;N/A;Yes;Don't know;10001-20000;2;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;10001-20000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Female;Employed full time;Government;No;N/A;N/A;Yes;Yes;50001-100000;4;Increased a bit;Yes;Don't know;Salary/income;More concerned;5;50001-100000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
Kenya;18-25;Male;Self-employed;N/A;Yes;Seller;N/A;No-I’m still able to work;N/A;10001-20000;2;Decreased a bit;Yes;Don't know;Salary/income;More concerned;5;0-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Self-employed;N/A;Yes;Transportation;N/A;Yes;Don't know;10001-20000;2;Decreased a bit;Yes;< a month;Loan/ Credit;More concerned;1;10001-20000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;50001-100000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;No;Not sure;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Loan/ Credit;More concerned;3;0-10000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Kenya;18-25;Male;Employed part time;Educator;No;N/A;N/A;Yes;Yes;100001-200000;5;Decreased a lot;Yes;1 month;Savings;Less concerned;3;100001-200000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;Less concerned;5;20001-50000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;Less concerned;3;0-10000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Kenya;36+;Female;Employed part time;Small business owner/employee;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Other;Less concerned;5;0-10000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
Kenya;26-35;Female;Employed part time;Small business owner/employee;Yes;Cleaner;N/A;Yes;Yes;0-10000;1;Decreased a bit;Yes;< a month;Loan/ Credit;More concerned;1;0-10000;Home Loan;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Male;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a bit;Yes;2-4 months;Savings;Less concerned;3;0-10000;School fees;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;26-35;Female;Employed full time;Small business owner/employee;Yes;Transportation;N/A;No-I’m still able to work;N/A;20001-50000;3;No change;Yes;1 month;Salary/income;More concerned;4;10001-20000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
Kenya;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Other;More concerned;5;10001-20000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;0-10000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;26-35;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a lot;Yes;Don't know;Salary/income;More concerned;3;0-10000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;10001-20000;2;Decreased a lot;Yes;< a month;Other;Less concerned;2;10001-20000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Reopening the economy;;
Kenya;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;1;20001-50000;Home Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Not sure;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Other;More concerned;4;0-10000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Savings;Less concerned;5;10001-20000;School fees;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;36+;Female;Employed full time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;20001-50000;3;Increased a bit;Yes;5+ months;Salary/income;More concerned;5;50001-100000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;36+;Female;Self-employed;N/A;Yes;Hair/Skin/Nail services;N/A;Yes;Don't know;0-10000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;36+;Male;Employed part time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;20001-50000;3;No change;Yes;1 month;Salary/income;No change;3;10001-20000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;No change;5;10001-20000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
Kenya;36+;Male;Employed full time;Government;No;N/A;N/A;Yes;Yes;20001-50000;3;Increased a bit;Yes;Don't know;Salary/income;More concerned;5;20001-50000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
Kenya;36+;Female;Employed part time;Small business owner/employee;Yes;Seller;N/A;Yes;No;0-10000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Not sure;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;10001-20000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Kenya;26-35;Male;Employed full time;Large business;No;N/A;N/A;Yes;Don't know;0-10000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;10001-20000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Other;;
Kenya;26-35;Male;Employed part time;Small business owner/employee;Yes;Transportation;N/A;Yes;Don't know;10001-20000;2;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;5;0-10000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;50001-100000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Other;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;10001-20000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;26-35;Male;Self-employed;N/A;Yes;Agriculture;N/A;Yes;Yes;0-10000;1;Decreased a lot;Yes;Don't know;Loan/ Credit;More concerned;1;0-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;18-25;Male;Employed part time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;Less concerned;5;20001-50000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;20001-50000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;No change;1;0-10000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Loan/ Credit;More concerned;5;0-10000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;18-25;Female;Self-employed;N/A;Yes;Childcare;N/A;No-I’m still able to work;N/A;10001-20000;2;Decreased a lot;Yes;1 month;Other;More concerned;5;50001-100000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;No;Reopening the economy;;
Kenya;18-25;Female;Employed part time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a lot;Yes;Don't know;Savings;More concerned;5;0-10000;Vehicle Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Kenya;36+;Male;Employed full time;Large business;No;N/A;N/A;Yes;Don't know;10001-20000;2;Decreased a lot;Yes;Don't know;Savings;Less concerned;1;10001-20000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Kenya;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;More concerned;2;0-10000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;20001-50000;3;Decreased a bit;Yes;< a month;Savings;No change;5;10001-20000;Rent;Dynamic;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Self-employed;N/A;Yes;Seller;N/A;Yes;Yes;0-10000;1;Decreased a bit;Yes;1 month;Savings;No change;5;0-10000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;No change;2;50001-100000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Loan/ Credit;More concerned;5;0-10000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
Kenya;26-35;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;20001-50000;3;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;1;10001-20000;Rent;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Reopening the economy;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;5;20001-50000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Employed full time;Large business;No;N/A;N/A;Yes;Yes;10001-20000;2;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Kenya;36+;Female;Employed full time;Government;No;N/A;N/A;Yes;Yes;10001-20000;2;No change;Yes;1 month;Salary/income;More concerned;5;20001-50000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Female;Employed part time;Small business owner/employee;Yes;Seller;N/A;Yes;No;10001-20000;2;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;4;10001-20000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;26-35;Male;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;10001-20000;2;Decreased a bit;Yes;< a month;Other;More concerned;1;100001-200000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Kenya;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;Yes;Not sure;;
Kenya;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Not sure;;
Kenya;26-35;Male;Employed full time;Small business owner/employee;Yes;Other;Teaching;Yes;Yes;20001-50000;3;Decreased a bit;Yes;2-4 months;Loan/ Credit;More concerned;5;10001-20000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
Kenya;36+;Female;Employed full time;Government;No;N/A;N/A;Yes;Don't know;0-10000;1;Decreased a lot;Yes;Don't know;Loan/ Credit;More concerned;1;20001-50000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Kenya;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Other;More concerned;1;10001-20000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Kenya;36+;Male;Self-employed;N/A;Yes;Seller;N/A;Yes;Yes;0-10000;1;Decreased a bit;Yes;< a month;Savings;More concerned;1;50001-100000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Kenya;26-35;Female;Self-employed;N/A;Yes;Cleaner;N/A;No-I’m still able to work;N/A;10001-20000;2;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;0-10000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;Less concerned;3;10001-20000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;18-25;Female;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;0-10000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;26-35;Male;Employed part time;Small business owner/employee;Yes;Other;Mjengo;Yes;Don't know;20001-50000;3;Decreased a lot;Yes;1 month;Salary/income;Less concerned;5;10001-20000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;36+;Male;Self-employed;N/A;Yes;Seller;N/A;Yes;No;10001-20000;2;Decreased a lot;Yes;2-4 months;Loan/ Credit;More concerned;5;20001-50000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Kenya;36+;Male;Self-employed;N/A;Yes;Food service;N/A;Yes;Yes;0-10000;1;Increased a lot;Yes;5+ months;Savings;No change;5;Over 200000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;26-35;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;2;No change;Yes;2-4 months;Salary/income;More concerned;5;0-10000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Kenya;18-25;Female;Employed part time;Government;No;N/A;N/A;Yes;Yes;0-10000;1;Decreased a lot;Yes;Don't know;Loan/ Credit;No change;5;Over 200000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Not sure;;
Kenya;36+;Male;Employed part time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;2;Decreased a bit;Yes;< a month;Savings;Less concerned;1;100001-200000;Vehicle Loan;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Protecting people from COVID-19;;
Kenya;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Kenya;36+;Female;Employed full time;Government;No;N/A;N/A;Yes;Yes;10001-20000;2;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Kenya;18-25;Male;Employed full time;Small business owner/employee;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-10000;1;No change;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;Less concerned;5;100001-200000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
Kenya;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Kenya;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Kenya;18-25;Female;Self-employed;N/A;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-10000;1;Decreased a bit;Yes;1 month;Savings;More concerned;5;20001-50000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Kenya;36+;Male;Self-employed;N/A;Yes;Seller;N/A;Yes;Yes;0-10000;1;Decreased a lot;Yes;2-4 months;Other;More concerned;5;0-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
